id,title,url,referenceId,posterId,location,type,postDate,company.id,company.name,company.logo,company.url
4019191909,Veiligheidskundige,https://www.linkedin.com/jobs/view/4019191909,JyM0/Zbg5/vqwtM0xbQVUQ==,11505159,"Woudrichem, North Brabant, Netherlands (On-site)",Full-time,3 weeks ago,51985,HAK,https://media.licdn.com/dms/image/v2/C560BAQHhIEf1w_kq5Q/company-logo_200_200/company-logo_200_200/0/1631342982330?e=1735776000&v=beta&t=lXblvQ0Tssil8a-frTgp2-QQiRYtc59bISJ8B7JRp44,https://www.linkedin.com/company/hak/life
3899529597,Senior Network Engineer,https://www.linkedin.com/jobs/view/3899529597,JyM0/Zbg5/vqwtM0xbQVUQ==,34162119,"Bucharest, Romania (On-site)",Full-time,5 months ago,814569,Enzu,https://media.licdn.com/dms/image/v2/C4E0BAQFNbbdEyj1veg/company-logo_200_200/company-logo_200_200/0/1631359692525?e=1735776000&v=beta&t=z-_qzsL1B7QBekxDNs_BFtqNw3iM7oAtxFBDSwJ8v_A,https://www.linkedin.com/company/enzullc/life
3997727346,Senior Systems Administrator,https://www.linkedin.com/jobs/view/3997727346,JyM0/Zbg5/vqwtM0xbQVUQ==,228394928,"Limassol, Limassol, Cyprus (On-site)",Full-time,1 month ago,3553477,IC Markets,https://media.licdn.com/dms/image/v2/C560BAQGew3gcg2qJtA/company-logo_200_200/company-logo_200_200/0/1630641306555/icmarkets_logo?e=1735776000&v=beta&t=OV2ECKiPdYSsGYbw4siRlbuMK5yy3L2Kih4PMQwFZ2w,https://www.linkedin.com/company/icmarkets/life
3950317060,Security Engineer,https://www.linkedin.com/jobs/view/3950317060,JyM0/Zbg5/vqwtM0xbQVUQ==,197853081,"Capelle aan den IJssel, South Holland, Netherlands (On-site)",Full-time,3 months ago,51736,ENAI,https://media.licdn.com/dms/image/v2/C560BAQGppTYlEVhlhg/company-logo_200_200/company-logo_200_200/0/1630583643385/enai_systems_logo?e=1735776000&v=beta&t=p-u3W0nXwMffuFJtjbnWNgH8POJ4mmVmcYtx-VZw174,https://www.linkedin.com/company/enai-systems/life
4007511885,Penetration Tester,https://www.linkedin.com/jobs/view/4007511885,JyM0/Zbg5/vqwtM0xbQVUQ==,1370727875,"Sofia, Sofia City, Bulgaria (Hybrid)",Full-time,1 month ago,28605362,SoCyber,https://media.licdn.com/dms/image/v2/C4E0BAQFKaDPuk6nLkg/company-logo_200_200/company-logo_200_200/0/1631359822736?e=1735776000&v=beta&t=VuOAJVGRLky87clwycp9cyVbObT-Qyyic5IWeIcvMbk,https://www.linkedin.com/company/socyber/life
3711943043,Cybersäkerhetsspecialist,https://www.linkedin.com/jobs/view/3711943043,JyM0/Zbg5/vqwtM0xbQVUQ==,158635093,"Karlstads kommun, Värmland County, Sweden (Hybrid)",Full-time,4 months ago,734009,Dizparc Secured,https://media.licdn.com/dms/image/v2/C4E0BAQGPCJv5Se50ew/company-logo_200_200/company-logo_200_200/0/1676285090558/promobility_ab_logo?e=1735776000&v=beta&t=H5gfO6GZy82XdLgFk4YMjxVhIfT-ezWcEo_N8Qii-rg,https://www.linkedin.com/company/dizparc-secured/life
3972329600,Channel Sales Manager,https://www.linkedin.com/jobs/view/3972329600,JyM0/Zbg5/vqwtM0xbQVUQ==,11684706,Netherlands (Remote),Full-time,2 months ago,81477513,NTT Security,https://media.licdn.com/dms/image/v2/D4D0BAQGjQNnv18NYZQ/company-logo_200_200/company-logo_200_200/0/1724067442212/nttsecurity_logo?e=1735776000&v=beta&t=61BoJTeigXdi8Ko-hCAM-Z-RYJ49WuNDzl2GtKb9Awg,https://www.linkedin.com/company/nttsecurity/life
4016173616,Business Continuity und IT-Notfallmanager (w/m/d),https://www.linkedin.com/jobs/view/4016173616,JyM0/Zbg5/vqwtM0xbQVUQ==,222132374,"Düsseldorf, North Rhine-Westphalia, Germany (Hybrid)",Full-time,3 weeks ago,73998539,Kassenärztliche Vereinigung Nordrhein,https://media.licdn.com/dms/image/v2/C4D0BAQGzLL6FGiLZfQ/company-logo_200_200/company-logo_200_200/0/1630508587082?e=1735776000&v=beta&t=7md54W3cmXrf1jnrTom4QNGQsK9VormRhw_LsI2pcUI,https://www.linkedin.com/company/kv-nordrhein/life
4030343848,ISO 27001 Consultant,https://www.linkedin.com/jobs/view/4030343848,JyM0/Zbg5/vqwtM0xbQVUQ==,274606289,Poland (Remote),Full-time,1 week ago,10251028,CyberArrow,https://media.licdn.com/dms/image/v2/C4D0BAQFEJk-RWewNnQ/company-logo_200_200/company-logo_200_200/0/1636886483114/cyberarrow_logo?e=1735776000&v=beta&t=LmKezgbuSZas_N4As5bT2pOkH1cZKZWEEFpHr9G2bw0,https://www.linkedin.com/company/cyberarrow/life
4032622162,Arredatore,https://www.linkedin.com/jobs/view/4032622162,JyM0/Zbg5/vqwtM0xbQVUQ==,618645098,"Bologna, Emilia-Romagna, Italy (On-site)",Full-time,4 days ago,81301660,Veneta Cucine a Bologna,https://media.licdn.com/dms/image/v2/C4D0BAQGiL03QCs6zoA/company-logo_200_200/company-logo_200_200/0/1649850954375?e=1735776000&v=beta&t=GIZxtu1290ZZia6de3x7FMS3R9BnLdPCJ8VZywtGA7Y,https://www.linkedin.com/company/veneta-cucine-a-bologna/life
4011346156,Junior Legal Counsel,https://www.linkedin.com/jobs/view/4011346156,JyM0/Zbg5/vqwtM0xbQVUQ==,780046218,"Tallinn, Harjumaa, Estonia (On-site)",Full-time,3 weeks ago,72760133,LegalBison.com,https://media.licdn.com/dms/image/v2/C4D0BAQHwO9wKJWz7uQ/company-logo_200_200/company-logo_200_200/0/1630575041188/legalbison_logo?e=1735776000&v=beta&t=5Jh6ZAqRzZmAnA5qZWzi97GRO2ZKcRcI-pSpB63n5yc,https://www.linkedin.com/company/legalbison/life
